,start,node,length,max_inheritors,min_inheritors
85,203,21809,1,1,1
86,222,21809,1,1,1
87,203,21815,1,2,2
88,222,21815,1,2,2
89,203,21819,1,1,1
90,222,21819,1,1,1
91,203,21821,1,1,1
92,222,21821,1,1,1
93,203,21990,1,1,1
94,222,21990,1,1,1
95,203,22158,1,2,2
96,203,22264,1,1,1
97,222,22264,1,1,1
98,203,22267,1,1,1
99,222,22267,1,1,1
100,203,22270,1,1,1
101,222,22270,1,1,1
102,203,22272,1,1,1
103,222,22272,1,1,1
104,335,22272,1,1,1
105,337,22272,1,1,1
106,203,22276,1,2,2
107,222,22276,1,2,2
108,203,22277,1,1,1
109,222,22277,1,1,1
110,203,22280,1,1,1
111,222,22280,1,1,1
112,203,22281,1,1,1
113,222,22281,1,1,1
114,335,22281,1,1,1
115,203,22441,1,1,1
116,222,22441,1,1,1
117,203,22585,1,1,1
118,222,22585,1,1,1
119,203,22610,1,2,2
120,222,22610,1,2,2
121,203,22704,1,1,1
122,222,22704,1,1,1
123,335,22704,1,1,1
124,337,22704,1,1,1
125,203,22809,1,1,1
126,222,22809,1,1,1
127,203,22872,1,1,1
128,222,22872,1,1,1
129,203,22878,1,3,3
130,203,22993,1,1,1
131,222,22993,1,1,1
132,335,22993,1,1,1
133,337,22993,1,1,1
134,203,23096,1,1,1
135,222,23096,1,1,1
136,203,23241,1,3,3
137,203,23245,1,1,1
138,222,23245,1,1,1
139,203,23248,1,1,1
140,203,23496,1,1,1
141,222,23496,1,1,1
142,203,23498,1,1,1
143,222,23498,1,1,1
144,203,23499,1,1,1
145,222,23499,1,1,1
146,203,23984,1,3,3
147,222,23984,1,3,3
148,335,23984,1,3,3
149,337,23984,1,3,3
150,203,24064,1,1,1
151,222,24064,1,1,1
152,203,24368,1,1,1
153,222,24368,1,1,1
154,335,24368,1,1,1
155,337,24368,1,1,1
156,203,24692,1,1,1
157,222,24692,1,1,1
158,203,24956,1,1,1
159,222,24956,1,1,1
160,203,24958,1,1,1
161,222,24958,1,1,1
162,335,24958,1,1,1
163,337,24958,1,1,1
164,203,25283,1,1,1
165,222,25283,1,1,1
166,335,25283,1,1,1
167,337,25283,1,1,1
168,203,25839,1,2,2
169,222,25839,1,2,2
170,203,26647,1,1,1
171,203,27051,1,1,1
172,222,27051,1,1,1
173,335,27051,1,1,1
174,203,27054,1,1,1
175,222,27054,1,1,1
176,203,27914,1,1,1
177,222,27914,1,1,1
178,203,28339,1,1,1
179,222,28339,1,1,1
180,203,29146,1,1,1
181,222,29146,1,1,1
182,203,29521,1,2,2
183,222,29521,1,2,2
184,335,29521,1,2,2
185,337,29521,1,2,2
186,203,34379,1,1,1
187,222,34379,1,1,1
188,203,34578,1,1,1
189,222,34578,1,1,1
190,203,34840,1,1,1
191,222,34840,1,1,1
192,203,35487,1,1,1
193,222,35487,1,1,1
194,203,36110,1,1,1
195,222,36110,1,1,1
196,203,36291,1,1,1
197,222,36291,1,1,1
198,203,36379,1,1,1
199,222,36379,1,1,1
200,203,37124,1,1,1
201,222,37124,1,1,1
202,203,39319,1,1,1
203,222,39319,1,1,1
204,28378,39319,1,1,1
205,203,39547,1,1,1
206,222,39547,1,1,1
207,203,39580,1,1,1
208,222,39580,1,1,1
209,203,39735,1,1,1
210,222,39735,1,1,1
211,203,39873,1,2,2
212,203,40329,1,1,1
213,222,40329,1,1,1
214,203,42563,1,1,1
215,222,42563,1,1,1
216,335,42563,1,1,1
217,337,42563,1,1,1
218,203,43725,1,1,1
219,222,43725,1,1,1
220,203,44891,1,1,1
221,222,44891,1,1,1
222,203,45174,1,3,3
223,222,45174,1,3,3
224,203,48390,1,3,3
225,203,48552,1,1,1
226,222,48552,1,1,1
227,28362,48552,9,1,1
228,28378,48552,1,1,1
229,203,48863,1,1,1
230,222,48863,1,1,1
231,203,48966,1,1,1
232,222,48966,1,1,1
233,203,48976,1,1,1
234,203,48996,1,1,1
235,222,48996,1,1,1
236,203,50280,1,1,1
237,222,50280,1,1,1
238,203,50856,1,1,1
239,222,50856,1,1,1
240,203,52186,1,1,1
241,222,52186,1,1,1
242,203,53586,1,1,1
243,222,53586,1,1,1
244,203,55699,1,1,1
245,222,55699,1,1,1
246,203,57033,1,1,1
247,222,57033,1,1,1
248,203,59968,1,1,1
249,222,59968,1,1,1
250,203,60469,1,1,1
251,222,60469,1,1,1
252,203,61313,1,1,1
253,222,61313,1,1,1
254,203,61474,1,1,1
255,222,61474,1,1,1
256,203,61483,1,1,1
257,222,61483,1,1,1
258,203,61487,1,1,1
259,222,61487,1,1,1
260,203,61490,1,2,2
261,222,61490,1,2,2
262,203,62303,1,1,1
263,222,62303,1,1,1
264,203,62307,1,1,1
265,222,62307,1,1,1
266,203,62311,1,1,1
267,222,62311,1,1,1
268,203,63393,1,1,1
269,222,63393,1,1,1
270,203,63787,1,1,1
271,222,63787,1,1,1
272,203,63788,1,1,1
273,222,63788,1,1,1
274,203,63795,1,1,1
275,222,63795,1,1,1
276,203,63797,1,1,1
277,203,65043,1,1,1
278,222,65043,1,1,1
279,203,69094,1,1,1
280,222,69094,1,1,1
281,203,70846,1,1,1
282,222,70846,1,1,1
283,203,71363,1,1,1
284,203,71697,1,1,1
285,222,71697,1,1,1
286,203,71733,1,1,1
287,222,71733,1,1,1
288,203,72024,1,1,1
289,222,72024,1,1,1
290,203,72129,1,1,1
291,222,72129,1,1,1
292,203,73063,1,1,1
293,222,73063,1,1,1
294,203,73068,1,1,1
295,222,73068,1,1,1
296,203,73863,1,1,1
297,222,73863,1,1,1
298,203,74550,1,1,1
299,29700,74550,1,1,1
300,29762,74550,1,1,1
301,29769,74550,1,1,1
302,29774,74550,1,1,1
303,29779,74550,1,1,1
304,29781,74550,1,1,1
305,203,74738,1,1,1
306,222,74738,1,1,1
307,203,74781,1,1,1
308,222,74781,1,1,1
309,203,74788,1,1,1
310,222,74788,1,1,1
311,203,74812,1,1,1
312,222,74812,1,1,1
313,203,79710,1,1,1
314,203,81766,1,1,1
315,222,81766,1,1,1
316,203,82344,1,1,1
317,222,82344,1,1,1
318,203,83575,1,1,1
319,222,83575,1,1,1
320,203,83809,1,1,1
321,222,83809,1,1,1
322,203,85701,1,1,1
323,222,85701,1,1,1
324,203,85856,1,1,1
325,222,85856,1,1,1
326,203,86133,1,1,1
327,222,86133,1,1,1
328,203,86162,1,1,1
329,222,86162,1,1,1
330,203,92113,1,1,1
331,222,92113,1,1,1
332,203,92203,1,1,1
333,222,92203,1,1,1
334,203,92425,1,1,1
335,222,92425,1,1,1
336,203,92453,1,1,1
337,203,92454,1,1,1
338,203,92457,1,1,1
339,222,92457,1,1,1
340,203,92905,1,1,1
341,222,92905,1,1,1
342,203,93050,1,1,1
343,222,93050,1,1,1
344,203,95285,1,1,1
345,222,95285,1,1,1
346,203,96059,1,1,1
347,222,96059,1,1,1
348,203,96203,1,1,1
349,222,96203,1,1,1
350,203,96289,1,1,1
351,222,96289,1,1,1
352,203,96293,1,1,1
353,222,96293,1,1,1
354,203,96298,1,1,1
355,222,96298,1,1,1
356,203,97470,1,1,1
357,203,98553,1,1,1
358,222,98553,1,1,1
359,203,101040,1,1,1
360,222,101040,1,1,1
361,203,103019,1,1,1
362,222,103019,1,1,1
363,203,103250,1,1,1
364,222,103250,1,1,1
365,203,103601,1,1,1
366,222,103601,1,1,1
367,203,104193,1,1,1
368,222,104193,1,1,1
369,203,104197,1,1,1
370,222,104197,1,1,1
371,203,105505,1,1,1
372,222,105505,1,1,1
373,203,105593,1,1,1
374,222,105593,1,1,1
375,203,106004,1,1,1
376,203,106079,1,1,1
377,222,106079,1,1,1
378,203,107197,1,1,1
379,222,107197,1,1,1
380,203,107614,1,1,1
381,222,107614,1,1,1
382,203,108142,1,2,2
383,203,109509,1,1,1
384,222,109509,1,1,1
385,203,110092,1,1,1
386,222,110092,1,1,1
387,203,111444,1,1,1
388,222,111444,1,1,1
389,203,111853,1,1,1
390,222,111853,1,1,1
391,203,113751,1,1,1
392,222,113751,1,1,1
393,203,113854,1,1,1
394,222,113854,1,1,1
395,203,113997,1,1,1
396,222,113997,1,1,1
397,203,114020,1,1,1
398,222,114020,1,1,1
399,203,114715,1,2,2
400,222,114715,1,2,2
401,203,115085,1,1,1
402,222,115085,1,1,1
403,203,115192,1,1,1
404,222,115192,1,1,1
405,203,115652,1,1,1
406,222,115652,1,1,1
407,203,115673,1,1,1
408,222,115673,1,1,1
409,203,116669,1,1,1
410,222,116669,1,1,1
411,203,116849,1,1,1
412,222,116849,1,1,1
413,203,118493,1,1,1
414,222,118493,1,1,1
415,203,123867,1,1,1
416,222,123867,1,1,1
417,203,124778,1,1,1
418,222,124778,1,1,1
419,203,124997,1,1,1
420,222,124997,1,1,1
421,203,128291,1,2,2
422,222,128291,1,2,2
423,203,132204,1,1,1
424,222,132204,1,1,1
425,203,132449,1,1,1
426,222,132449,1,1,1
427,203,132470,1,1,1
428,222,132470,1,1,1
429,203,132515,1,1,1
430,222,132515,1,1,1
431,203,132521,1,1,1
432,222,132521,1,1,1
433,203,134330,1,1,1
434,222,134330,1,1,1
435,203,134337,1,1,1
436,222,134337,1,1,1
437,203,137289,1,1,1
438,222,137289,1,1,1
439,203,137568,1,1,1
440,222,137568,1,1,1
441,203,144559,1,1,1
442,222,144559,1,1,1
443,203,146610,1,2,2
444,203,146845,1,1,1
445,222,146845,1,1,1
446,203,147068,1,1,1
447,222,147068,1,1,1
448,203,148151,1,1,1
449,222,148151,1,1,1
450,203,151364,1,1,1
451,222,151364,1,1,1
452,203,151437,1,1,1
453,222,151437,1,1,1
454,203,151985,1,1,1
455,222,151985,1,1,1
456,203,158402,1,1,1
457,222,158402,1,1,1
458,203,158411,1,1,1
459,222,158411,1,1,1
460,203,158612,1,1,1
461,222,158612,1,1,1
462,203,159641,1,1,1
463,222,159641,1,1,1
464,203,160059,1,1,1
465,222,160059,1,1,1
466,203,160060,1,1,1
467,222,160060,1,1,1
468,203,160067,1,1,1
469,222,160067,1,1,1
470,203,160123,1,1,1
471,222,160123,1,1,1
472,203,160135,1,1,1
473,222,160135,1,1,1
474,203,160171,1,1,1
475,222,160171,1,1,1
476,203,160186,1,1,1
477,222,160186,1,1,1
478,203,160187,1,1,1
479,222,160187,1,1,1
480,28378,160187,1,1,1
481,203,160188,1,1,1
482,222,160188,1,1,1
483,203,161260,1,1,1
484,222,161260,1,1,1
485,28362,161260,9,1,1
486,28378,161260,1,1,1
487,203,161263,1,1,1
488,222,161263,1,1,1
489,203,161352,1,1,1
490,222,161352,1,1,1
491,203,161365,1,1,1
492,222,161365,1,1,1
493,203,161366,1,1,1
494,222,161366,1,1,1
495,203,161367,1,1,1
496,222,161367,1,1,1
497,203,161378,1,1,1
498,222,161378,1,1,1
499,203,161380,1,1,1
500,222,161380,1,1,1
501,203,162596,1,1,1
502,222,162596,1,1,1
503,203,168831,1,1,1
504,222,168831,1,1,1
505,203,172387,1,1,1
506,222,172387,1,1,1
507,203,173486,1,1,1
508,222,173486,1,1,1
509,203,173784,1,1,1
510,222,173784,1,1,1
511,203,176481,1,1,1
512,222,176481,1,1,1
513,203,178199,1,1,1
514,222,178199,1,1,1
515,203,180161,1,1,1
516,203,180568,1,4,4
517,222,180568,1,4,4
518,203,185358,1,2,2
519,203,191138,1,1,1
520,203,191322,1,3,3
521,203,206283,1,1,1
522,222,206283,1,1,1
523,203,211774,1,1,1
524,222,211774,1,1,1
525,203,213758,1,1,1
526,222,213758,1,1,1
527,203,219231,1,1,1
528,222,219231,1,1,1
529,203,220574,1,1,1
530,222,220574,1,1,1
531,203,221020,1,1,1
532,203,221469,1,2,2
533,203,221976,1,1,1
534,222,221976,1,1,1
535,203,226774,1,1,1
536,222,226774,1,1,1
537,203,231191,1,1,1
538,222,231191,1,1,1
539,203,232294,1,1,1
540,222,232294,1,1,1
541,203,232883,1,1,1
542,222,232883,1,1,1
543,203,232908,1,2,2
544,222,232908,1,2,2
545,203,233926,1,1,1
546,222,233926,1,1,1
547,203,236586,1,1,1
548,222,236586,1,1,1
549,203,238559,1,1,1
550,222,238559,1,1,1
551,203,240263,1,1,1
552,222,240263,1,1,1
553,203,240265,1,1,1
554,222,240265,1,1,1
555,203,240615,1,2,2
556,222,240615,1,2,2
557,203,241158,1,1,1
558,222,241158,1,1,1
559,203,241161,1,1,1
560,222,241161,1,1,1
561,203,242034,1,1,1
562,222,242034,1,1,1
563,203,242163,1,1,1
564,222,242163,1,1,1
565,203,243187,1,1,1
566,222,243187,1,1,1
567,203,243239,1,1,1
568,222,243239,1,1,1
569,203,243254,1,1,1
570,222,243254,1,1,1
571,203,244160,1,1,1
572,222,244160,1,1,1
573,203,244574,1,1,1
574,222,244574,1,1,1
575,203,244734,1,1,1
576,222,244734,1,1,1
577,203,245912,1,1,1
578,222,245912,1,1,1
579,203,248425,1,2,2
580,222,248425,1,2,2
581,203,248466,1,1,1
582,203,249155,1,1,1
583,222,249155,1,1,1
584,203,249603,1,1,1
585,222,249603,1,1,1
586,203,249612,1,1,1
587,222,249612,1,1,1
588,203,249662,1,1,1
589,222,249662,1,1,1
590,203,250386,1,1,1
591,222,250386,1,1,1
592,203,250387,1,1,1
593,222,250387,1,1,1
594,203,250391,1,1,1
595,222,250391,1,1,1
596,203,250521,1,1,1
597,222,250521,1,1,1
598,203,250752,1,1,1
599,222,250752,1,1,1
600,203,251507,1,1,1
601,222,251507,1,1,1
602,203,251901,1,1,1
603,222,251901,1,1,1
604,203,251909,1,1,1
605,222,251909,1,1,1
606,203,252599,1,1,1
607,222,252599,1,1,1
608,203,252697,1,1,1
609,222,252697,1,1,1
610,203,253070,1,1,1
611,222,253070,1,1,1
612,203,253704,1,1,1
613,222,253704,1,1,1
614,203,253920,1,2,2
615,222,253920,1,2,2
616,203,253943,1,1,1
617,222,253943,1,1,1
618,203,253998,1,1,1
619,222,253998,1,1,1
620,203,254465,1,1,1
621,222,254465,1,1,1
622,203,254612,1,1,1
623,222,254612,1,1,1
624,203,254623,1,1,1
625,222,254623,1,1,1
626,203,254634,1,1,1
627,222,254634,1,1,1
628,203,254641,1,1,1
629,222,254641,1,1,1
630,203,254718,1,1,1
631,222,254718,1,1,1
632,203,255158,1,1,1
633,222,255158,1,1,1
634,203,255181,1,1,1
635,222,255181,1,1,1
636,203,255208,1,1,1
637,222,255208,1,1,1
638,203,255211,1,1,1
639,222,255211,1,1,1
640,203,255281,1,1,1
641,222,255281,1,1,1
642,203,256299,1,1,1
643,222,256299,1,1,1
644,203,256302,1,1,1
645,222,256302,1,1,1
646,203,256459,1,1,1
647,222,256459,1,1,1
648,203,256655,1,3,3
649,222,256655,1,3,3
650,203,257426,1,1,1
651,222,257426,1,1,1
652,203,257483,1,1,1
653,222,257483,1,1,1
654,203,257803,1,1,1
655,222,257803,1,1,1
656,203,258460,1,1,1
657,222,258460,1,1,1
658,203,258623,1,1,1
659,222,258623,1,1,1
660,203,259763,1,1,1
661,222,259763,1,1,1
662,203,259960,1,1,1
663,222,259960,1,1,1
664,203,261060,1,1,1
665,222,261060,1,1,1
666,203,262120,1,1,1
667,222,262120,1,1,1
668,203,263108,1,1,1
669,222,263108,1,1,1
670,203,263131,1,1,1
671,222,263131,1,1,1
672,203,263143,1,1,1
673,222,263143,1,1,1
674,203,263991,1,1,1
675,222,263991,1,1,1
676,203,268437,1,1,1
677,222,268437,1,1,1
678,203,270649,1,1,1
679,222,270649,1,1,1
680,203,271573,1,1,1
681,222,271573,1,1,1
682,203,274141,1,1,1
683,222,274141,1,1,1
684,203,274165,1,1,1
685,222,274165,1,1,1
686,203,274238,1,1,1
687,222,274238,1,1,1
688,203,274708,1,1,1
689,222,274708,1,1,1
690,203,274749,1,1,1
691,222,274749,1,1,1
692,203,275540,1,1,1
693,222,275540,1,1,1
694,203,275650,1,1,1
695,222,275650,1,1,1
696,203,277558,1,1,1
697,222,277558,1,1,1
698,203,277742,1,1,1
699,222,277742,1,1,1
700,203,278076,1,1,1
701,222,278076,1,1,1
702,203,278669,1,1,1
703,222,278669,1,1,1
704,203,279542,1,1,1
705,222,279542,1,1,1
706,203,280397,1,1,1
707,222,280397,1,1,1
708,203,280440,1,1,1
709,222,280440,1,1,1
710,203,280996,1,1,1
711,222,280996,1,1,1
712,203,281908,1,1,1
713,222,281908,1,1,1
714,203,285239,1,1,1
715,222,285239,1,1,1
716,203,285827,1,1,1
717,222,285827,1,1,1
718,203,286528,1,1,1
719,222,286528,1,1,1
720,203,286621,1,1,1
721,222,286621,1,1,1
722,203,286941,1,1,1
723,222,286941,1,1,1
724,203,287766,1,1,1
725,222,287766,1,1,1
726,203,287971,1,1,1
727,222,287971,1,1,1
728,203,288248,1,1,1
729,222,288248,1,1,1
730,203,289287,1,1,1
731,222,289287,1,1,1
732,203,290750,1,2,2
733,203,295013,1,1,1
734,203,295700,1,1,1
735,222,295700,1,1,1
736,203,296789,1,1,1
737,222,296789,1,1,1
738,203,297322,1,1,1
739,222,297322,1,1,1
740,203,300311,1,1,1
741,222,300311,1,1,1
742,203,300382,1,1,1
743,222,300382,1,1,1
744,203,308725,1,1,1
745,222,308725,1,1,1
746,203,310660,1,1,1
747,222,310660,1,1,1
748,203,312676,1,1,1
749,222,312676,1,1,1
750,203,317770,1,1,1
751,222,317770,1,1,1
752,203,318595,1,1,1
753,222,318595,1,1,1
754,203,319923,1,1,1
755,222,319923,1,1,1
756,203,321357,1,1,1
757,222,321357,1,1,1
758,203,324743,1,3,3
759,222,324743,1,3,3
760,203,326099,1,1,1
761,222,326099,1,1,1
762,203,326144,1,1,1
763,222,326144,1,1,1
764,203,331180,1,1,1
765,222,331180,1,1,1
766,203,331377,1,1,1
767,222,331377,1,1,1
768,203,331625,1,1,1
769,222,331625,1,1,1
770,203,331953,1,1,1
771,222,331953,1,1,1
772,203,333113,1,1,1
773,222,333113,1,1,1
774,203,333434,1,1,1
775,222,333434,1,1,1
776,203,333518,1,1,1
777,222,333518,1,1,1
778,203,334885,1,1,1
779,222,334885,1,1,1
780,203,351065,1,1,1
781,222,351065,1,1,1
782,203,353903,1,1,1
783,203,357250,1,1,1
784,222,357250,1,1,1
785,203,359200,1,1,1
786,203,359250,1,2,2
787,222,359250,1,2,2
788,203,360062,1,3,3
789,203,361998,1,1,1
790,222,361998,1,1,1
791,203,362175,1,1,1
792,222,362175,1,1,1
793,203,362270,1,1,1
794,222,362270,1,1,1
795,203,362321,1,1,1
796,222,362321,1,1,1
797,203,362395,1,1,1
798,222,362395,1,1,1
799,203,364599,1,1,1
800,222,364599,1,1,1
801,203,364665,1,1,1
802,222,364665,1,1,1
803,203,365110,1,1,1
804,222,365110,1,1,1
805,203,365141,1,1,1
806,222,365141,1,1,1
807,203,365193,1,1,1
808,222,365193,1,1,1
809,203,365567,1,1,1
810,222,365567,1,1,1
811,203,368063,1,1,1
812,222,368063,1,1,1
813,203,368352,1,1,1
814,222,368352,1,1,1
815,203,369339,1,1,1
816,222,369339,1,1,1
817,203,369623,1,1,1
818,222,369623,1,1,1
819,203,369644,1,1,1
820,222,369644,1,1,1
821,203,372270,1,1,1
822,222,372270,1,1,1
823,203,372345,1,1,1
824,222,372345,1,1,1
825,203,374659,1,1,1
826,222,374659,1,1,1
827,203,374884,1,1,1
828,222,374884,1,1,1
829,203,375501,1,1,1
830,222,375501,1,1,1
831,203,375645,1,1,1
832,222,375645,1,1,1
833,203,375710,1,1,1
834,222,375710,1,1,1
835,203,377499,1,1,1
836,222,377499,1,1,1
837,203,378037,1,1,1
838,222,378037,1,1,1
839,203,381790,1,1,1
840,222,381790,1,1,1
841,203,383582,1,2,2
842,222,383582,1,2,2
843,203,386182,1,1,1
844,222,386182,1,1,1
845,203,388017,1,1,1
846,222,388017,1,1,1
847,203,389358,1,1,1
848,203,390354,1,1,1
849,222,390354,1,1,1
850,203,393162,1,1,1
851,222,393162,1,1,1
852,203,393209,1,2,2
853,222,393209,1,2,2
854,203,393221,1,1,1
855,222,393221,1,1,1
856,203,393709,1,2,2
857,222,393709,1,2,2
858,203,395386,1,1,1
859,222,395386,1,1,1
860,203,395391,1,1,1
861,222,395391,1,1,1
862,203,396258,1,1,1
863,222,396258,1,1,1
864,203,396281,1,1,1
865,222,396281,1,1,1
866,203,396492,1,1,1
867,222,396492,1,1,1
868,203,396554,1,1,1
869,222,396554,1,1,1
870,203,397079,1,1,1
871,222,397079,1,1,1
872,203,400307,1,1,1
873,222,400307,1,1,1
874,203,401471,1,1,1
875,222,401471,1,1,1
876,203,401501,1,1,1
877,222,401501,1,1,1
878,203,401543,1,1,1
879,222,401543,1,1,1
880,203,401568,1,1,1
881,222,401568,1,1,1
882,203,401697,1,1,1
883,222,401697,1,1,1
884,203,402312,1,1,1
885,222,402312,1,1,1
886,203,402462,1,1,1
887,203,402819,1,1,1
888,222,402819,1,1,1
889,203,403064,1,1,1
890,222,403064,1,1,1
891,203,404023,1,1,1
892,222,404023,1,1,1
893,203,404737,1,1,1
894,222,404737,1,1,1
895,203,405831,1,1,1
896,203,406497,1,1,1
897,222,406497,1,1,1
898,203,407495,1,1,1
899,222,407495,1,1,1
900,203,407859,1,1,1
901,222,407859,1,1,1
902,203,407967,1,1,1
903,222,407967,1,1,1
904,203,409048,1,1,1
905,203,409798,1,1,1
906,222,409798,1,1,1
907,203,409821,1,1,1
908,222,409821,1,1,1
909,203,409897,1,1,1
910,222,409897,1,1,1
911,203,409966,1,1,1
912,222,409966,1,1,1
913,203,409971,1,1,1
914,222,409971,1,1,1
915,203,409975,1,1,1
916,222,409975,1,1,1
917,203,410111,1,1,1
918,222,410111,1,1,1
919,203,410189,1,1,1
920,222,410189,1,1,1
921,203,410267,1,1,1
922,222,410267,1,1,1
923,203,410268,1,1,1
924,222,410268,1,1,1
925,203,410366,1,1,1
926,222,410366,1,1,1
927,203,410470,1,1,1
928,222,410470,1,1,1
929,203,410549,1,1,1
930,222,410549,1,1,1
931,203,412099,1,1,1
932,222,412099,1,1,1
933,203,412479,1,1,1
934,222,412479,1,1,1
935,203,412668,1,1,1
936,222,412668,1,1,1
937,203,412696,1,1,1
938,222,412696,1,1,1
939,203,412896,1,1,1
940,222,412896,1,1,1
941,203,413464,1,1,1
942,222,413464,1,1,1
943,203,414736,1,1,1
944,222,414736,1,1,1
945,203,414749,1,1,1
946,222,414749,1,1,1
947,203,414761,1,1,1
948,222,414761,1,1,1
949,203,414780,1,1,1
950,222,414780,1,1,1
951,203,414854,1,1,1
952,222,414854,1,1,1
953,203,415319,1,1,1
954,222,415319,1,1,1
955,203,416132,1,1,1
956,222,416132,1,1,1
957,203,416463,1,1,1
958,222,416463,1,1,1
959,203,416553,1,1,1
960,222,416553,1,1,1
961,203,416884,1,1,1
962,222,416884,1,1,1
963,203,417095,1,1,1
964,222,417095,1,1,1
965,203,417176,1,1,1
966,222,417176,1,1,1
967,203,417365,1,1,1
968,222,417365,1,1,1
969,203,417946,1,1,1
970,222,417946,1,1,1
971,203,418418,1,1,1
972,222,418418,1,1,1
973,203,418905,1,1,1
974,222,418905,1,1,1
975,203,419394,1,1,1
976,222,419394,1,1,1
977,203,420231,1,1,1
978,222,420231,1,1,1
979,203,420416,1,1,1
980,222,420416,1,1,1
981,203,420859,1,1,1
982,222,420859,1,1,1
983,203,423098,1,1,1
984,222,423098,1,1,1
985,203,423106,1,1,1
986,222,423106,1,1,1
987,203,423377,1,1,1
988,222,423377,1,1,1
989,203,423622,1,1,1
990,222,423622,1,1,1
991,203,423744,1,1,1
992,222,423744,1,1,1
993,203,425310,1,1,1
994,222,425310,1,1,1
995,203,425395,1,1,1
996,222,425395,1,1,1
997,203,425436,1,1,1
998,222,425436,1,1,1
999,203,425461,1,1,1
1000,222,425461,1,1,1
1001,203,425691,1,1,1
1002,222,425691,1,1,1
1003,203,425770,1,1,1
1004,222,425770,1,1,1
1005,203,426153,1,1,1
1006,222,426153,1,1,1
1007,203,426310,1,1,1
1008,222,426310,1,1,1
1009,203,426776,1,1,1
1010,222,426776,1,1,1
1011,203,426801,1,1,1
1012,222,426801,1,1,1
1013,203,427240,1,1,1
1014,222,427240,1,1,1
1015,203,428845,1,1,1
1016,222,428845,1,1,1
1017,203,428933,1,1,1
1018,222,428933,1,1,1
1019,203,428943,1,1,1
1020,222,428943,1,1,1
1021,203,428947,1,1,1
1022,222,428947,1,1,1
1023,203,429622,1,1,1
1024,222,429622,1,1,1
1025,203,429633,1,1,1
1026,222,429633,1,1,1
1027,203,429684,1,1,1
1028,222,429684,1,1,1
1029,203,431443,1,1,1
1030,222,431443,1,1,1
1031,203,431489,1,1,1
1032,222,431489,1,1,1
1033,203,434906,1,1,1
1034,222,434906,1,1,1
1035,203,435847,1,1,1
1036,222,435847,1,1,1
1037,203,435923,1,1,1
1038,222,435923,1,1,1
1039,203,436100,1,1,1
1040,222,436100,1,1,1
1041,203,436104,1,1,1
1042,222,436104,1,1,1
1043,203,436182,1,1,1
1044,222,436182,1,1,1
1045,203,436393,1,1,1
1046,222,436393,1,1,1
1047,203,436437,1,1,1
1048,222,436437,1,1,1
1049,203,436457,1,1,1
1050,222,436457,1,1,1
1051,203,436553,1,1,1
1052,222,436553,1,1,1
1053,203,436606,1,1,1
1054,222,436606,1,1,1
1055,203,436613,1,1,1
1056,222,436613,1,1,1
1057,203,436652,1,1,1
1058,222,436652,1,1,1
1059,203,437017,1,1,1
1060,222,437017,1,1,1
1061,203,437028,1,1,1
1062,222,437028,1,1,1
1063,203,437258,1,1,1
1064,222,437258,1,1,1
1065,203,437261,1,1,1
1066,222,437261,1,1,1
